,voltage,wavelength_shift,power_shift
0,-1.0,0.0,0.0
1,-0.5,0.0055840000018937035,0.22206372111630424
2,0.0,0.007185008031152999,0.29279483375227966
3,0.5,0.010704666666849032,0.4329948405127635
4,1.0,0.014604666666627963,0.5385959324757721
5,1.5,0.016269666668070688,0.6307991106465898
6,2.0,0.02130466666752303,0.837683403997159
7,2.5,0.02246800000042034,0.8121986376149848
8,3.0,0.025534666667075122,0.9542177564308822
