,wavelength_-1.0V,-1.0V,wavelength_-0.5V,-0.5V,wavelength_0.0V,0.0V,wavelength_0.5V,0.5V,wavelength_1.0V,1.0V,wavelength_1.5V,1.5V,wavelength_2.0V,2.0V,wavelength_2.5V,2.5V,wavelength_3.0V,3.0V
3237,1573.2206369999994,-42.27971909866542,1573.221002999999,-41.882955484486956,1573.2212530120485,-42.653231396587735,1573.2212349999998,-42.079714816447634,1573.221325,-42.5012180587662,1573.22149,-42.16664499385661,1573.21715,-42.16378945590514,1573.1995,-41.97410249924711,1573.1997799999997,-41.84515396932106
3238,1573.221552,-42.33741441025832,1573.2219090000006,-42.09994669092473,1573.2221626506027,-42.569080357310774,1573.222135,-42.10667856201354,1573.2222500000003,-42.00444231542693,1573.2224149999997,-42.74477376019265,1573.2181249999999,-42.78150312749291,1573.20064,-42.73943907897589,1573.200945,-42.85735368008498
3239,1573.2223900000004,,1573.2227559999988,-42.0051710834943,1573.2230060240959,-42.266286700375396,1573.22297,-42.37430860335722,1573.2231,-42.1061005104422,1573.2232550000003,-42.900381163890565,1573.2190350000005,-42.372269528840164,1573.2018550000005,-42.75552769588175,1573.2021499999998,-42.61195157199557
3240,1573.2231789999985,-42.3887334134958,1573.2235519999997,-42.223157143290024,1573.2238024096398,-42.42373302714017,1573.2237699999998,-42.48322835016641,1573.2238849999999,-42.52383137573771,1573.22405,-43.222723550889945,1573.2199250000003,-42.457725627546196,1573.2030899999997,-42.22274675645967,1573.2034049999997,-42.1980943649711
3241,1573.2239390000009,-42.22120536499203,1573.2243090000009,-42.235306057672716,1573.2245638554225,-42.305717741992055,1573.2245300000002,-42.79146141708138,1573.2246450000002,,1573.224805,-41.94003722949866,1573.220775,-42.468148864549086,1573.204345,-42.04529680322471,1573.2046600000006,-42.90489166810533
3242,1573.2246720000007,-42.369958833208884,1573.225043,-42.09093996465802,1573.2253048192774,-42.608204149448916,1573.22526,-42.37554431820607,1573.2253799999999,-43.16229114030027,1573.2255450000005,-42.79678936805381,1573.2216250000004,-41.974069859004366,1573.205625,-41.907000675524294,1573.2059249999998,-42.658253845167074
3243,1573.2254089999997,,1573.2257939999993,-42.00963017907835,1573.2260481927708,-42.28831460470251,1573.2260199999998,-42.053441326392985,1573.226125,-42.68644123854164,1573.2262849999997,-42.82247071944765,1573.2224699999997,-42.479953560800496,1573.20687,-43.06260564297729,1573.2071850000002,-42.20623888813937
3244,1573.2261729999987,-42.23526086649629,1573.2265419999994,-42.25065940752714,1573.2268096385535,-42.50334375222147,1573.2267749999999,-42.60745412353805,1573.2268800000006,-41.556338993708856,1573.2270549999998,-42.31170521680899,1573.2233099999999,-43.04195208095689,1573.208095,-42.2808537258826,1573.2083899999998,-43.383858303658755
3245,1573.2269659999993,-42.18419294082566,1573.2273460000004,-42.246975249863745,1573.2276108433734,-42.588626799997954,1573.2275799999998,-42.10301838893041,1573.2276749999996,-42.424271049611875,1573.2278600000004,-42.00084093671613,1573.2241750000005,-42.80739123383033,1573.2092599999999,-42.09217712796757,1573.2095600000007,-43.12864389451179
3246,1573.227844,-42.20969325963961,1573.2282159999982,-42.5389587796167,1573.2284855421694,-42.45592199228183,1573.2284450000002,-42.64559881778405,1573.22855,-42.383303457657135,1573.2287450000001,-42.363307314783,1573.2251100000003,-42.02730709462492,1573.21033,-42.80024278619337,1573.2106349999997,-42.540339244057996
3247,1573.2287710000005,-42.252857054090526,1573.2291440000006,-42.23026270574782,1573.2294168674696,-42.605058498802954,1573.2293699999998,-42.805962851127354,1573.2294900000002,-42.77432203961321,1573.229675,-41.93409834258093,1573.226065,-42.211360084168234,1573.2114000000001,-42.23540178384271,1573.2116899999996,-42.71027618327257
3248,1573.2297910000002,-42.283949385950194,1573.2301729999997,-42.24373746797637,1573.230440963856,-42.808714880308735,1573.230415,-42.51284412624396,1573.2305200000003,-41.97410249924711,1573.230695,-42.26943441334841,1573.2271050000002,-42.77432203961321,1573.2123649999999,-42.82247071944765,1573.21268,-42.27334071186219
3249,1573.2308730000007,-42.637652442362835,1573.2312579999996,-42.55734427515753,1573.231528915662,-42.58923066553548,1573.23148,-42.26538885654804,1573.2316199999998,-42.19685865012225,1573.2317850000004,-42.64399180630742,1573.2281600000001,-42.91285756249994,1573.2133,-42.70418482171079,1573.2136,-42.475715336145996
3250,1573.2320150000003,-42.18797834837922,1573.2324049999997,-42.38760528702541,1573.2326746987944,-42.236461669936695,1573.2326449999998,-42.407377797574355,1573.2327600000003,-42.095259249479355,1573.2329299999997,-42.72208087952398,1573.22925,-42.01226024925033,1573.2141799999997,-42.69190109095556,1573.2144650000005,-42.1890995106712
3251,1573.2332150000016,-42.344319107642015,1573.233610000001,-42.17216348654678,1573.2338759036154,-42.29273447267222,1573.233855,-42.24354630701099,1573.23396,,1573.234135,-42.390623803823395,1573.23039,-42.39876832699167,1573.2150050000002,-42.776746497847505,1573.2152849999998,-42.76351341889311
3252,1573.2344560000013,-42.25277626671643,1573.2348479999998,-42.106356963053514,1573.2351204819274,-42.555040333981324,1573.2351000000003,-42.662492069821575,1573.2351899999999,-42.73332156328452,1573.23538,-42.40776318129156,1573.23155,-42.50487823184932,1573.215795,-43.08849374931471,1573.2160850000002,-42.29620549106018
3253,1573.2357150000005,-42.49144369482223,1573.236112,-42.480350956981226,1573.2363807228908,-42.392508613998636,1573.2363550000002,-42.05894790613907,1573.2364750000002,-42.66967315770126,1573.2366350000002,-42.38696363074026,1573.23268,-43.11598886712876,1573.2165600000003,-41.85742361298687,1573.2168549999997,-43.44668926248433
3254,1573.2369890000004,-42.39885739957741,1573.2373769999988,-42.48645048250518,1573.237645783132,-42.460256861823964,1573.23763,-43.46685730388777,1573.2377350000002,-41.85885199568985,1573.2379150000004,-43.0056407376166,1573.23385,-42.39510815390853,1573.2173050000004,-42.24624304480554,1573.217605,-42.89138630959068
3255,1573.238244000001,-42.65851443864196,1573.2386309999995,-42.479333245824016,1573.238908433735,-42.95520836497219,1573.2388949999997,-42.49076218152059,1573.2389900000003,-42.01226024925034,1573.239165,-42.09159907639622,1573.2349849999998,-42.01712998305271,1573.2180549999998,-42.633952921689556,1573.2183600000005,-42.28123910959982
3256,1573.2394820000006,-42.12659479070541,1573.2398649999998,-42.02126466828447,1573.2401397590359,-42.602153400374554,1573.24012,-41.90372588615838,1573.2402400000003,-42.51727403542931,1573.2403999999997,-42.7023710552906,1573.2361399999998,-42.46814886454907,1573.218845,-41.889224452112416,1573.2191299999995,-42.866348534384855
3257,1573.2406800000012,-42.65821570600426,1573.2410589999997,-42.70957346208044,1573.2413289156618,-42.37682933045415,1573.2413150000007,-42.13913706441656,1573.2414249999997,-41.70236039316312,1573.241595,-42.69498321246732,1573.237265,-42.667248699466974,1573.2196650000003,-42.39595848504015,1573.219955,-42.70455611833857
3258,1573.241812,-42.285101192088106,1573.2421969999996,-42.49282657267154,1573.2424650602402,-42.63322872977588,1573.242455,-43.20880016841533,1573.2425700000003,-42.50121805876619,1573.24273,-42.546059308991985,1573.2383399999999,-42.5012180587662,1573.2205250000002,-41.884740102027266,1573.2208249999999,-43.03748830407432
3259,1573.2428860000007,-42.241521336746544,1573.2432790000012,-42.43909196460563,1573.243542168675,-42.38381349116009,1573.24351,-42.32619256376553,1573.2436500000003,-41.86699651885812,1573.2438050000003,-43.61438768107439,1573.2393750000003,-42.41103797065749,1573.221445,-42.96442702023121,1573.2217400000002,-43.425889711933024
3260,1573.243938999999,-42.16293895433184,1573.244333,-42.1955859314996,1573.2445951807229,-42.56689665828502,1573.2445649999997,-42.91836414224603,1573.2446949999999,-42.15055637695075,1573.2448650000003,-42.9668514784655,1573.2404300000003,-42.597868161909574,1573.22237,-42.70989079955534,1573.2226699999997,-42.14728158758484
3261,1573.2448730000003,-42.26452502978976,1573.2452720000008,-42.193501077832586,1573.2455325301198,-42.30622531790988,1573.2455050000003,-42.750280339938726,1573.2456399999996,-42.18131421709054,1573.2457900000004,-41.983482737264225,1573.2413800000006,-41.857616280841015,1573.2234250000004,-42.70312773563561,1573.2237049999999,-42.95895308072789
3262,1573.2457919999981,-42.41014808152506,1573.2461849999986,-42.384705206482664,1573.246438554216,-42.41654525334127,1573.2464249999998,-42.2784292676483,1573.24656,-42.24354630701099,1573.246715,-42.39653653661152,1573.24231,-42.23601247565681,1573.2244850000002,-43.171285994600154,1573.2247849999999,-43.12922194608314
3263,1573.246637,-42.184331001529706,1573.247027000001,-42.19945363702072,1573.247290361445,-42.648641807509414,1573.2472600000006,-42.292545317977044,1573.247415,-42.52768421667497,1573.24755,-42.52342616340375,1573.2432099999996,-42.667248699466974,1573.225625,-42.52895257176656,1573.22593,-42.5030318251864
3264,1573.247437000001,-42.10374390510024,1573.2478299999993,-42.44648745755986,1573.2480939759037,-42.27105233143547,1573.24806,-43.01438946648585,1573.2482150000005,-42.49711909239827,1573.24835,-42.52383137573769,1573.24411,-42.632943790401015,1573.22681,-42.81162945848483,1573.22712,-42.94753376819368
3265,1573.2482209999998,-42.40715198781508,1573.2486230000009,-42.95400162340937,1573.2488927710851,-42.56163978123383,1573.2488550000003,-42.596021755246625,1573.2490000000003,-41.93737313194684,1573.2491499999999,-42.938538913893794,1573.2449899999995,-42.23782624207702,1573.2280100000003,-42.37554431820607,1573.22832,-43.057031566574224
3266,1573.249003000001,-42.25073149893556,1573.249408000001,-42.058148179469825,1573.249678313254,-42.54533308144636,1573.249655,-42.6931368058044,1573.2497800000003,-42.9668514784655,1573.24994,-42.386963630740254,1573.245865,-42.029366986475765,1573.2292350000002,-42.86716598114253,1573.22954,-42.99992067268262
3267,1573.2497679999994,-42.38961306394897,1573.2501750000013,-42.20970113373703,1573.2504481927701,-42.486991019483256,1573.2504200000003,-42.173202334165,1573.2505550000003,-42.464488691465945,1573.2507050000006,-43.254524390015476,1573.2467300000005,-42.01407401567053,1573.2304800000002,-42.71355097263849,1573.2307750000002,-42.303931990268495
3268,1573.2505510000003,-42.07119273483325,1573.250957999999,-42.44447948289289,1573.2512313253012,-42.72144364323564,1573.25121,-42.59030169031264,1573.2513450000001,-41.97734464837028,1573.2514949999997,-42.25254116131089,1573.2476099999994,-42.91542800926515,1573.2317200000002,,1573.232035,-44.17898928823875
3269,1573.2513549999985,-42.174735645268704,1573.2517789999993,-42.62848909185192,1573.2520506024086,-42.18076865062359,1573.25203,-42.90899063447323,1573.2521550000004,-42.269049029631184,1573.25232,-42.817349523418805,1573.2485050000003,-42.82062431278471,1573.2329600000005,-42.88857646763914,1573.23328,-42.25496561954519
3270,1573.2522100000008,-42.33086155537548,1573.252622000001,-42.43113619489178,1573.252893975905,-42.85563929056348,1573.25288,-43.14721165468293,1573.25301,-42.34737749803405,1573.2531649999996,-43.224908613937934,1573.2494299999998,-42.13974775623067,1573.23418,-42.258625792628315,1573.234505,-42.64193864470091
3271,1573.2531119999994,-42.04198168140296,1573.2535200000002,-42.425897419222075,1573.2537927710848,-42.79865580124041,1573.253765,-42.92793704811726,1573.253915,-42.85793173165632,1573.2540649999996,-42.93853891389379,1573.2503849999996,-42.84469865270194,1573.2353600000001,-42.687802124587634,1573.2356650000002,-42.69355482976436
3272,1573.2540360000005,-42.190064063138955,1573.2544469999996,-42.688473449030106,1573.2547253012044,-42.795359601461044,1573.2546900000002,-42.807391233830316,1573.254845,-42.13828673328496,1573.2550000000003,-43.03480363331995,1573.251345,-42.488948415100374,1573.2365000000002,-42.27147348786548,1573.2368000000001,-42.99992067268262
3273,1573.2550369999992,-42.2129600103635,1573.2554449999996,-42.77201027662279,1573.2557228915653,-42.82169818713007,1573.2557050000005,-42.45857595867783,1573.2558400000003,-42.9189489240617,1573.25599,-42.678668012001154,1573.252355,-43.08258101652659,1573.2375749999997,-42.76884810010987,1573.2378749999998,-42.75985324580998
3274,1573.2561059999996,-42.44198721833232,1573.2565079999997,-42.373862254882944,1573.2567879518062,-42.71770900780629,1573.2567650000005,-42.65644007874688,1573.2569,-42.48671662472022,1573.25706,-42.19685865012226,1573.2534300000002,-42.468148864549086,1573.2386049999998,-42.28208944073145,1573.2389050000002,-42.75124377522731
3275,1573.2571990000006,-42.62486196202756,1573.2576040000004,-42.4928213418456,1573.2578795180725,-42.668657830855445,1573.2578549999998,-42.85369350700183,1573.2580050000004,-42.513873086149225,1573.258145,-42.61728625321232,1573.25448,-42.442646141928876,1573.239545,-42.39595848504015,1573.2398449999998,-43.10090938151143
3276,1573.2583390000007,-42.30543434758163,1573.2587400000004,-42.73314422901973,1573.259020481927,-42.67454834568556,1573.2590000000002,-42.77250827319301,1573.25912,-42.76775164354761,1573.2592900000004,-42.83512574683069,1573.2555800000002,-42.79839637953042,1573.240415,-42.44534287972344,1573.2407249999997,-42.611951571995576
3277,1573.2595239999998,-42.30528697723598,1573.259924000001,-42.40663271646238,1573.260193975903,-42.54227429948742,1573.260195,-42.44649898286615,1573.2602900000002,-42.86692658595622,1573.2604700000002,-42.13828673328494,1573.2566950000003,-42.15787672311702,1573.2412400000003,-42.7394390789759,1573.2415400000002,-42.717211145721606
3278,1573.2607200000002,-42.907044343538445,1573.2611220000008,-42.50453157134811,1573.2613879518065,-42.48384536883729,1573.2613899999997,-42.290857711471034,1573.2614850000002,-41.637524227517666,1573.2616699999999,-42.46633509812888,1573.257805,-42.53976119248666,1573.242035,-42.10425410377923,1573.242325,-43.19717410093757
3279,1573.2619200000006,-42.19870655075738,1573.2623230000015,-42.55137580322996,1573.2625903614467,-42.643012104600466,1573.262585,-42.558953731561324,1573.26268,,1573.2628700000005,-42.57340843827511,1573.2589100000002,-42.87592144025611,1573.24278,-43.31142852896352,1573.2430699999995,-42.98484118706529
3280,1573.2631180000014,-42.47197387303257,1573.2635280000013,-42.57012818821979,1573.2637903614466,-42.685755340412086,1573.2637900000002,-43.24347637410908,1573.26388,-42.86204478511369,1573.2640700000004,-42.73044422467601,1573.2600200000002,-42.482650298595054,1573.2435,-42.27719355279947,1573.2438050000003,-42.27213115114297
3281,1573.2643060000007,-42.792717944274834,1573.2647110000005,-42.68832188899465,1573.26496626506,-43.0501500932887,1573.2649649999996,-42.269049029631184,1573.26507,-42.79121529165074,1573.265235,-42.51445113772058,1573.2610849999999,-42.575222204695315,1573.2442500000002,-42.65883189673844,1573.2445400000001,-42.88142802000219
3282,1573.2654689999993,-42.45541958744223,1573.2658699999997,-42.4773256751669,1573.2661277108423,-42.500024168098214,1573.266125,-43.06384135782613,1573.2662199999995,-42.174630716867966,1573.2664000000004,,1573.2621800000002,-43.09010076079134,1573.24499,-42.07095832600182,1573.2452949999997,-41.96595797607883
3283,1573.266605,-42.70184167686128,1573.2670170000006,-42.60114750915025,1573.2672759036157,-43.25639440038837,1573.2672649999997,-42.480803891932105,1573.2673650000002,-42.44410716487461,1573.26755,-42.754518564593226,1573.2632600000002,-43.106994012828864,1573.2457749999999,-42.131351770835906,1573.246075,-42.23275074204811
3284,1573.2677130000004,-42.51296069780077,1573.268124,-42.74711609460573,1573.2683963855434,-42.678386855745536,1573.2683699999998,-42.58424969923796,1573.2684849999996,-43.06807958248062,1573.2686700000004,-42.598718493041176,1573.2643200000005,-42.093445483059156,1573.246635,-42.69556126403869,1573.2469150000002,-42.78331689391312
3285,1573.2687960000005,-42.57528448587849,1573.2692070000007,-42.77209393024103,1573.2694759036137,-42.83489977087876,1573.26945,-42.949958226427995,1573.26957,-42.128746467656434,1573.2697550000005,-42.58606346565816,1573.265365,-43.22536149431216,1573.2475400000003,-42.478990125511906,1573.2478050000004,-42.926269270227984
3286,1573.2698429999998,-42.79901576056601,1573.2702590000006,-42.5778154913551,1573.27053373494,-43.064886575862914,1573.2705099999998,-42.36473569748598,1573.270645,-42.27476909456515,1573.2708049999997,-42.53076633818675,1573.2663999999997,-41.87841583139231,1573.2485199999999,-43.169678983123525,1573.248815,-42.43633595838337
3287,1573.2707939999996,-42.4108975453716,1573.271215999999,-42.50057348749555,1573.2714807228924,-42.67336204607836,1573.2714600000004,-42.71536473905867,1573.271595,-41.82396903505253,1573.2717699999998,-42.144643644162635,1573.2673799999998,-42.12832844369647,1573.249595,-42.19358386075634,1573.249905,-42.69967431749605
3288,1573.2717150000008,-42.49939664711819,1573.272122000001,-42.61656199404679,1573.2724012048204,-42.6088828415443,1573.2723850000004,-42.5030318251864,1573.272505,-42.64502076621269,1573.2726700000003,-43.75432346049418,1573.2683550000002,-42.8100224470082,1573.250745,-42.88324178642239,1573.2510350000002,-43.15825967058934
3289,1573.272557,-42.52165896007834,1573.2729729999985,-42.63494878681025,1573.273240963856,-43.16313662870455,1573.273225,-43.34289071170399,1573.273345,-42.551180505020824,1573.2734999999998,-42.903655953256475,1573.269275,-42.595636371529395,1573.25196,-43.568456704530675,1573.2522400000003,-42.45772562754622
3290,1573.2733459999986,-42.4720962091388,1573.2737679999993,-42.551955236675006,1573.2740337349392,-42.548355210296016,1573.2740200000003,-43.115988867128756,1573.2741299999998,-42.75575427944206,1573.2742900000005,-42.13790134956771,1573.2701700000002,-42.592361582163484,1573.253195,-42.46999527121203,1573.2535000000003,-42.46100041691212
3291,1573.2740960000003,-42.658210080770274,1573.2745140000004,-42.494709148323494,1573.2747819277106,-43.07588819633114,1573.2747650000001,-42.938538913893794,1573.2749,-42.51811131080371,1573.275045,-43.2412913110611,1573.271005,-43.29125375731574,1573.2544449999998,-42.26577424026527,1573.25474,-42.1864354131194
3292,1573.2748259999996,-42.576512103657286,1573.275238000001,-42.40597882594836,1573.2755072289153,-43.06138385527009,1573.2754999999995,-42.92588388651076,1573.27562,-43.11971653686888,1573.2757649999996,-42.681252545855806,1573.2718399999999,-43.0299218324774,1573.2557200000003,-42.58765064851805,1573.256005,-43.23814169289232
3293,1573.2755440000003,-42.75356509804876,1573.275968999999,-42.972756176316345,1573.2762373493968,-42.568790518642125,1573.2762349999998,-42.67682160533822,1573.276335,-42.96076684714807,1573.27649,-42.870586759039355,1573.2726750000004,-42.458575958677834,1573.2569550000003,-41.912448460898034,1573.2572600000005,-42.573408438275116
3294,1573.2762900000005,-42.52513753202712,1573.2767010000002,,1573.2769698795191,-42.94817959826944,1573.2769700000001,-43.0660264208741,1573.27709,-42.71536473905868,1573.2772350000007,-44.23267940423352,1573.2734900000003,-42.26904902963118,1573.2581850000001,-42.71721114572161,1573.258465,-42.58664151722951
3295,1573.2770499999997,-42.318586500840354,1573.277463,-42.59364472321347,1573.2777409638556,-42.55896023106973,1573.2777449999996,-42.58630286084447,1573.277845,,1573.2779999999998,-42.63236573882966,1573.2743449999998,-42.36288929082304,1573.2593650000001,-42.64744522444698,1573.2596549999996,-42.21193813573959
3296,1573.277876000001,-42.7574073653206,1573.2782920000009,-42.261583391991856,1573.2785614457837,-42.65854556973312,1573.278555,-42.64193864470091,1573.27867,-42.800820837764725,1573.2788250000003,-41.94675336996396,1573.2752300000002,-42.75742878757569,1573.2604900000001,-42.45857595867782,1573.260785,-42.712122589935504
3297,1573.2787560000006,-42.60877910797716,1573.2791749999994,-42.790003597206926,1573.279449397591,-42.48802806750039,1573.2794350000001,-43.03661739974014,1573.2795550000003,-42.42369299804052,1573.2797249999999,-42.17644448328817,1573.2761400000002,,1573.2615700000001,-42.62337088452976,1573.2618300000001,-42.34066135756874
3298,1573.2796919999998,-42.36236581677907,1573.2801070000014,-42.527273817921866,1573.2803722891563,-42.63326675662886,1573.2803799999997,-42.22131837375671,1573.280475,-43.34155485995543,1573.2806499999997,-42.50179611033755,1573.27709,-42.502805241626085,1573.26257,-43.12522311661497,1573.2628800000005,-42.79473620644729
3299,1573.2807319999986,-42.32201173306249,1573.2811409999995,-42.5487613992278,1573.2814060240971,-42.66802218183805,1573.2813949999997,-42.82247071944765,1573.2815050000002,-43.169678983123525,1573.281695,-42.426716325179925,1573.2781100000002,-42.55118050502084,1573.263505,-42.67682160533821,1573.2638049999998,-42.6336014536785
3300,1573.2817990000008,-43.193500613265,1573.282208999999,-42.737590039637034,1573.2824698795182,-42.900751002112656,1573.282465,-42.63236573882966,1573.2825799999998,-43.12337670995203,1573.2827450000002,-42.91322885912773,1573.2791250000005,-43.41874126429606,1573.26439,-42.58606346565814,1573.264665,-42.561138794609306
3301,1573.2829340000003,-42.28648039142679,1573.283347999999,-42.583333196248994,1573.2836156626504,-43.06816813313318,1573.2836000000002,-42.296783542631545,1573.2837000000002,-43.47342769995337,1573.2838949999996,-42.816964139701575,1573.2802049999998,-42.70270971167564,1573.2651999999998,-42.77798221269634,1573.265495,-42.63904923905222
3302,1573.2841159999998,-42.74358610812922,1573.2845259999997,-42.370599214789706,1573.2847903614445,-43.14195581290766,1573.284795,-43.29525258678392,1573.2848799999997,-42.99222902988856,1573.2850750000002,-42.732118732809624,1573.2813099999998,-43.387279081555576,1573.265985,-43.280205741409326,1573.266285,-42.316587017651536
3303,1573.2853149999999,-42.79705726607784,1573.2857279999992,-42.83547954905632,1573.2859963855415,,1573.2859999999996,-42.73577890589276,1573.28609,-42.486716624720216,1573.286275,-42.846512419122135,1573.2824150000001,-42.17463071686798,1573.2667400000003,-42.209513677505285,1573.26702,-42.77308632476438
3304,1573.286529000001,-42.59089442642439,1573.2869469999996,-42.49451008213441,1573.2872204819282,-43.134278554542604,1573.287205,-42.28027567431124,1573.287315,-42.38453917250596,1573.2875049999996,-42.96442702023121,1573.2835449999998,-42.50487823184934,1573.2674549999997,-42.63236573882965,1573.2677500000004,-43.2873541890463
3305,1573.2877670000003,-42.552279850796275,1573.2881689999988,-42.8517394406159,1573.2884445783127,-42.76711278276494,1573.2884250000004,-42.7857413521474,1573.2885549999999,-42.76086237709853,1573.2887349999999,-43.00379433095366,1573.2846849999999,-42.9776600991856,1573.2682,,1573.2685099999999,-42.305778396931444
3306,1573.2889799999994,-42.623147981232904,1573.2893939999997,-43.03402693149197,1573.2896650602404,-42.76623081334731,1573.28966,-42.94811181976504,1573.289775,-42.32985273684866,1573.2899499999999,-42.13974775623066,1573.2858200000003,-43.885471140557634,1573.2689600000003,-42.52567778240065,1573.269245,-42.33468983040829
3307,1573.2901719999995,-42.63456223708756,1573.290583,-42.418538440838695,1573.290856626505,-42.674064867547195,1573.2908599999996,-42.59748277819233,1573.2909599999998,-42.86549820325326,1573.2911399999998,-43.43687023118243,1573.2869449999998,-42.64502076621269,1573.2697799999999,-43.09010076079133,1573.2700650000002,-42.9668514784655
3308,1573.291311000001,,1573.2917310000014,-42.543468167646054,1573.2920060240976,-43.125706965068794,1573.2920100000003,-42.2119381357396,1573.2921199999998,-43.26209086161242,1573.292295,-43.04379848761984,1573.2880199999997,-42.61682130579794,1573.2706350000003,-42.93487874081065,1573.2709300000001,-42.66967315770127
3309,1573.2924009999995,-42.447058416233006,1573.2928280000006,-42.531673890117254,1573.2931036144576,-42.76033399631729,1573.2931,-42.38187507495415,1573.29322,-42.63602591191279,1573.293385,-42.518111310803725,1573.289065,-43.025876275677035,1573.2715700000003,-42.94811181976504,1573.2718499999996,-42.51753325923236
3310,1573.293474,,1573.293889999999,-42.63588284434922,1573.2941734939757,-43.17286280470094,1573.2941649999998,-42.51584565272634,1573.2942900000003,-42.270284744480016,1573.2944599999998,-42.59687208637824,1573.2901200000001,-42.62909094946373,1573.2725100000002,-43.0792594998285,1573.2728,-42.82961916708461
3311,1573.2944289999996,-42.30989605323837,1573.2948530000003,-42.677112473480236,1573.2951373493966,-42.445886805641585,1573.2951249999996,-42.52626888972921,1573.2952500000004,-42.53076633818675,1573.2954049999998,-42.844698652701936,1573.291095,-42.65459367208394,1573.2735650000002,-42.83327934016775,1573.2738400000003,-43.008915526982534
3312,1573.2953680000003,-43.14468623521584,1573.2957830000005,-42.38554986355404,1573.296062650604,-42.60363250519774,1573.2960599999997,-42.68804825001827,1573.29617,-44.60755468425275,1573.29635,-42.44649898286615,1573.2920649999999,-42.38002866829122,1573.2746300000003,-42.844698652701936,1573.2749250000004,-42.765327185313325
3313,1573.296229000001,-42.96395973295444,1573.2966410000015,-42.63035164012395,1573.2969240963866,-42.63439218598453,1573.2969250000003,-41.730128773860685,1573.2970349999998,-43.121323548345515,1573.2971900000002,-42.90365595325648,1573.29297,-42.76351341889312,1573.27576,-42.890422874302075,1573.2760400000002,-42.846512419122135
3314,1573.2970480000004,,1573.2974569999992,-42.91881953572631,1573.2977349397595,-42.8155419041779,1573.2977349999996,-42.730444224676,1573.2978500000004,-42.361460908120065,1573.2979949999997,-42.51811131080372,1573.2938600000002,-43.13603173733504,1573.2769349999999,-42.76738707716416,1573.2772250000005,-44.1141867515531
3315,1573.2978369999994,-42.99426929451786,1573.2982489999997,-42.54088531740882,1573.2985228915652,-43.0461594123497,1573.2985250000002,,1573.2986250000008,-43.48669341915049,1573.2987900000003,-42.8891545192105,1573.2947400000003,-42.71451440792706,1573.278135,-42.78150312749289,1573.2784299999998,-42.83146557374755
3316,1573.2986019999996,-42.47442780176572,1573.299011,-42.7959903298345,1573.29928313253,-42.68842543686519,1573.2992600000002,-43.15087182776607,1573.299395,-42.63051933216671,1573.2995699999997,-42.927730293173695,1573.2955799999995,-43.06626581606044,1573.2793449999997,-43.14745104986924,1573.27965,-42.17135592750206
3317,1573.2993519999995,,1573.299757000001,,1573.300034939758,-42.57358468969084,1573.3000200000001,-41.683599917128866,1573.3001400000003,-42.38041405200842,1573.3003249999997,-43.03152884395402,1573.29643,-42.573408438275116,1573.2805899999998,-42.28170405701422,1573.2808650000002,-43.59561316595968
3318,1573.300113000001,-42.88427429413359,1573.3005299999995,-42.92812921544675,1573.300802409639,-42.755270614211454,1573.3007750000002,-42.43731146071214,1573.3008900000002,-42.53667907097487,1573.3010800000002,-42.756578456444075,1573.297285,-42.34432153065188,1573.2818,-42.49079482176332,1573.2821100000003,-43.14721165468293
3319,1573.3009050000005,-42.67674972019621,1573.3013170000004,-42.33132141278293,1573.3015987951817,-42.69303048634187,1573.3015800000003,-43.474038391767465,1573.3016799999998,-42.69371485737575,1573.301865,-42.72678405159286,1573.2981749999994,-42.877767846919056,1573.283015,-42.80923764049327,1573.283305,-42.551180505020845
3320,1573.3016740000007,-42.56328724338835,1573.302075000001,-42.883898708718895,1573.302351807229,-42.45136307302194,1573.3023349999999,-42.71208994969277,1573.3024550000005,-42.922609097144836,1573.302635,-42.55299427144104,1573.298995,-42.5271061651036,1573.2840549999999,-42.4549157855947,1573.28434,-42.82595899400147
3321,1573.3025520000012,-42.81453627334252,1573.3029460000002,-42.409817333763286,1573.3032216867464,-43.183685962225724,1573.3032149999995,-42.599296544612535,1573.303335,-42.752094106358925,1573.303515,-42.270895436294126,1573.2999299999997,-42.55118050502084,1573.28521,-42.5493340983579,1573.2855249999993,-43.8265138400031
3322,1573.3034739999991,-42.84394023779696,1573.303879,-42.92006588366241,1573.3041602409633,-42.79626570025209,1573.3041450000005,,1573.30427,-42.42427104961186,1573.304435,-43.69163849019951,1573.30089,-42.538073585980634,1573.286335,-44.71996270561576,1573.2866149999998,-42.75028033993873
3323,1573.304475,-42.73692157283063,1573.304868999999,-42.637251155507954,1573.3051578313255,-43.29565910380741,1573.3051500000004,,1573.305265,-42.88239145529079,1573.3054449999997,-43.527421615918925,1573.3019099999997,-42.55832895265779,1573.2873950000003,-43.22306220727499,1573.2876950000002,-42.71355097263848
3324,1573.3055430000013,-42.62798131618276,1573.3059469999998,-42.603852340310084,1573.3062253012051,-42.89558398362124,1573.30622,-43.33570962382429,1573.3063400000003,-42.73577890589276,1573.3065199999996,-42.63829255870719,1573.302965,,1573.2884050000002,-42.636025911912796,1573.288705,-42.2443966381426
3325,1573.306657000001,-42.94481127423566,1573.307063000001,,1573.3073481927718,-43.34162962710694,1573.307325,-42.236988966702604,1573.3074650000003,-42.093445483059156,1573.3076400000002,-43.7159195850603,1573.3040300000002,-42.65459367208394,1573.28936,-43.71797947691115,1573.28963,-42.514451137720584
