,wavelength_-1.0V,-1.0V,wavelength_-0.5V,-0.5V,wavelength_0.0V,0.0V,wavelength_0.5V,0.5V,wavelength_1.0V,1.0V,wavelength_1.5V,1.5V,wavelength_2.0V,2.0V,wavelength_2.5V,2.5V,wavelength_3.0V,3.0V
10,1570.016751,-42.67842655269338,1570.0168760000001,-42.714935600546475,1570.017018072289,-42.67224162137925,1570.0167350000004,-43.07598471046259,1570.016975,-43.12703688303516,1570.0173550000002,-42.89223664072229,1570.01367,-43.15271823442902,1569.9987250000004,-42.47899012551191,1569.9986400000003,-43.81533392265523
11,1570.0172710000004,-42.791346825299996,1570.0172890000013,-42.67682397952177,1570.0175096385549,-42.8907768839704,1570.0171499999997,-42.64868093929583,1570.017475,-42.61786430478369,1570.0178200000003,-43.18052024408637,1570.0139250000002,-43.25428499482918,1569.998575,-42.36473569748598,1569.9986200000003,-43.337556030487235
12,1570.0175060000006,-42.87911298961539,1570.0175460000005,-43.05701171433443,1570.017798795181,-42.72962828243586,1570.0174400000003,-43.31348169057002,1570.0177600000002,-42.78978690894776,1570.01802,-43.36389701719888,1570.0141049999997,-42.70494150205581,1569.998435,-42.91651773558308,1569.9984750000003,-43.36853942285511
13,1570.0178800000006,-42.727892348426685,1570.018051,,1570.0182638554224,-43.00135759972894,1570.0179950000002,-43.0311434602368,1570.018205,-42.962613253811,1570.0184750000003,-43.208978797189,1570.0146200000001,-42.654593672083934,1569.9986150000002,-42.70640252500151,1569.99848,-43.754323460494184
14,1570.0187100000005,-42.882651917548486,1570.0188980000003,-42.80843809386745,1570.0190614457824,-43.16084904477943,1570.0188,-42.54218565072095,1570.01904,-41.768671907581144,1570.01934,-42.83509310658794,1570.0153850000002,-42.19215547805338,1569.9988700000001,-42.48080389193211,1569.9987050000004,-42.67866801200116
15,1570.019627999999,-42.65732254661789,1570.0197940000005,,1570.0199626506019,-43.245384914801406,1570.0196700000001,-42.45915401024918,1570.019895,-42.763513418893126,1570.0202749999999,-42.620096095163845,1570.0161750000002,-42.826130892530784,1569.999125,-42.914464573976566,1569.99892,-43.048036712274325
16,1570.0204530000003,,1570.0206239999998,-42.43954900459519,1570.020801204819,-42.885134311286144,1570.0205200000003,,1570.020745,-42.785741352147404,1570.0211000000002,-44.38232734781112,1570.0169550000005,-42.7262060000215,1569.999645,-42.77224904938996,1569.9992550000002,-42.74125284539609
17,1570.0213240000003,-42.607684320076466,1570.02156,-42.66402003907956,1570.021749397591,-42.93606494303038,1570.0215100000005,-42.81263858977335,1570.0218000000004,-43.36139097521816,1570.0220249999998,-42.75927519423864,1570.0178650000003,-42.81881054636451,1570.000385,-41.719320153140586,1569.999935,-42.92588388651075
18,1570.0224049999993,-42.94069406116299,1570.0226570000011,-42.72692627576364,1570.022859036145,-42.8926466149541,1570.0226850000001,-42.58424969923795,1570.02299,-42.35150261853158,1570.0230999999999,-43.200834274020714,1570.018885,-42.01226024925034,1570.001135,-44.23818598397959,1570.0007450000005,-43.05438052477962
19,1570.0234330000003,-42.811076835560904,1570.0236640000003,-42.906930079273046,1570.0238722891568,-43.16455351847453,1570.023675,-42.46915799583762,1570.0239500000002,-42.79839637953042,1570.0240749999998,-42.40919156399454,1570.0198050000004,-43.394427529192534,1570.0017649999998,-42.52953062333792,1570.00152,-42.7857413521474
20,1570.0242289999992,-42.52726031859048,1570.0244990000006,-42.65474782557079,1570.024685542168,-43.07514551644878,1570.0244850000001,-42.55832895265779,1570.02472,-43.287593584232596,1570.0249000000001,-42.55299427144103,1570.0206650000002,-43.18394102198319,1570.002595,-42.62094642629547,1570.00231,-42.992229029888556
21,1570.0250340000005,-42.655611392842914,1570.0253459999992,-42.473047337324466,1570.0254999999988,-43.06969991888685,1570.025335,-42.456729552014885,1570.025545,-43.11414246046581,1570.025785,-42.52930531524103,1570.021635,-43.40235856717288,1570.0038749999999,-42.903655953256475,1570.0034750000002,-42.81162945848482
22,1570.0259709999996,-42.620824239106376,1570.0262869999997,-42.67164917567217,1570.0264277108433,-42.8510672632832,1570.0262900000002,-42.750280339938726,1570.026485,-42.7857413521474,1570.0267549999999,-43.80500994685109,1570.022685,-42.22846682139367,1570.0052500000002,-43.31324229538371,1570.00481,-42.62337088452976
23,1570.0268430000003,-43.04566795834844,1570.027087,-42.771345727792266,1570.0272698795184,-42.80939333415904,1570.0270650000002,-42.78697706699624,1570.0273550000002,-42.872261267172966,1570.02763,-43.00364834242275,1570.0235300000002,-42.56017535932072,1570.0064700000003,-43.047458660702965,1570.006115,-43.110721682569
