,wavelength,drop,thru
128,1570.1307180722886,7.296211842698841e-05,0.05076722902961581
129,1570.1315168674691,7.751312057695652e-05,0.050756362343217336
130,1570.1323963855427,7.702579140933477e-05,0.050746411706015356
131,1570.1334530120484,7.882676074387703e-05,0.050732370035441475
132,1570.1346542168678,7.997221657683265e-05,0.05070565572508228
133,1570.1359457831318,7.882821229041985e-05,0.05068650279513156
134,1570.1373072289168,8.25120588313541e-05,0.05065933223160176
135,1570.138754216868,8.031831434409052e-05,0.050637544670458855
136,1570.1402373493968,8.011666760976705e-05,0.05059854133587365
137,1570.1416518072292,8.135930635631127e-05,0.050588457157892154
138,1570.1430060240968,9.074531961164696e-05,0.05056461324588319
139,1570.1442783132527,8.390896608974645e-05,0.050537064874951756
140,1570.1455120481921,8.971952838513618e-05,0.05050449306020183
141,1570.1465927710842,8.807366001420833e-05,0.050488151605428785
142,1570.147553012049,8.494510635309536e-05,0.050468934988042564
143,1570.1483746987956,8.683694523741893e-05,0.05046755286718169
144,1570.1491096385544,9.031348771545187e-05,0.050457372907245626
145,1570.1497879518063,9.187917411464609e-05,0.05044828327366868
146,1570.1504228915655,9.188569890907737e-05,0.05043789368597124
147,1570.1510795180716,9.696287966683434e-05,0.05042996408546378
148,1570.1517373493982,9.355364135057617e-05,0.05042922023933319
149,1570.152395180723,9.443013882215051e-05,0.050418600814060945
150,1570.1530867469883,9.373890436704532e-05,0.05042430475516374
151,1570.1538650602404,9.292659653372943e-05,0.0504144494492835
152,1570.1547144578306,9.878724667768226e-05,0.050402758000766754
153,1570.155602409638,9.065965032831881e-05,0.050395977125150294
154,1570.1565674698804,9.74951782929075e-05,0.05038528041227267
155,1570.1576265060241,9.8121420992483e-05,0.05037697447960315
156,1570.1587686746984,0.00010328556418022993,0.05035757952190783
157,1570.1599518072276,0.00010308904250247096,0.05033790726100889
158,1570.1612036144586,0.00010185141298873811,0.050315530187170436
159,1570.162537349398,0.0001030901064933043,0.050284188188132656
160,1570.1638759036136,0.00010286481138271387,0.05025954430839805
161,1570.1651554216855,0.00010533454850004293,0.05023095674274153
162,1570.166396385543,0.00010759504813979092,0.05020775837821443
163,1570.1675662650605,0.00010676787016929325,0.050169362025200996
164,1570.1686819277108,0.00011179977487080515,0.05014542404392437
165,1570.1697469879512,0.00011337452839313812,0.050120017694817956
166,1570.1707253012048,0.00010957737512400121,0.05009019425958164
167,1570.171668674699,0.00011494290292414738,0.0500590906414757
168,1570.1725807228918,0.00011297756542706088,0.050033417041111444
169,1570.173460240964,0.00011860835891182073,0.05000820620757367
170,1570.1743385542163,0.00011890998823999285,0.04998359086289509
171,1570.1752445783136,0.00012190420484505196,0.04995720222425029
172,1570.1761433734948,0.0001214276375227677,0.049928368600583486
173,1570.1770228915673,0.0001261465426950409,0.049907553426824305
174,1570.1778831325305,0.0001258600509477075,0.0498809763661757
175,1570.1787228915664,0.00012398997552584394,0.04985406385480273
176,1570.1795674698792,0.00012794749674917126,0.0498275772805431
177,1570.1804156626513,0.00012411016528112034,0.049804496332434355
178,1570.1813096385547,0.00012901603531792488,0.04977276926376891
179,1570.182239759037,0.0001300501167463039,0.04975165297945841
180,1570.1832240963854,0.00013164548900705637,0.04971801436679921
181,1570.1842313253005,0.00014326649237887608,0.04969361928665022
182,1570.1852734939769,0.00013983715218256323,0.04966216089936548
183,1570.1863674698798,0.00013454426834346345,0.049630218847762295
184,1570.1874915662656,0.000147789497697615,0.04959463028816714
185,1570.1886409638553,0.00014298452560809229,0.04955710827819122
186,1570.1897987951806,0.00015208926610900278,0.04952852911103976
187,1570.1909554216875,0.00015432255839771213,0.04949381053367241
188,1570.1921072289158,0.00015784241707698848,0.049456022005381746
189,1570.1932397590358,0.00015746513224594257,0.04942033750118894
190,1570.1943759036137,0.00015684708898564228,0.04938596844744412
191,1570.1954963855426,0.0001658074346806836,0.04934342581730162
192,1570.1966012048194,0.00016905270903746987,0.04930995213924257
193,1570.1976662650604,0.00017223647877969198,0.04927993960320776
194,1570.1986927710839,0.00017105704024439916,0.049246082973677274
195,1570.1996891566278,0.0001794141028801114,0.04921456202693681
196,1570.200657831326,0.00018084555061817113,0.04918588480022091
197,1570.2015795180725,0.00018997298013500243,0.04916103179982476
198,1570.2024734939757,0.00018580316067533717,0.049133281460371825
199,1570.20334939759,0.0001887014475272817,0.049101560830890074
200,1570.2041903614456,0.00019561897315028222,0.049073447186643235
201,1570.2050253012055,0.00019911686330726364,0.049050291236935446
202,1570.2058674698796,0.00020122308178437636,0.04902854483160944
203,1570.2067289156628,0.0002050845380368053,0.04899781345859027
204,1570.207624096385,0.00020933476163369688,0.0489692689512191
205,1570.2085313253006,0.00021353192769673,0.04894377416668324
206,1570.2095024096393,0.00021939337403745925,0.04891258610753911
207,1570.2105072289166,0.0002234279559392134,0.048875606463492045
208,1570.2115096385544,0.00022585389756148773,0.04884449294747053
209,1570.2125746987942,0.000236774193502123,0.04880692435548835
210,1570.2136566265053,0.00024161625541540952,0.04876641515565429
211,1570.2147855421692,0.00024398535864173478,0.04871700159571794
212,1570.2159301204822,0.0002528629901959035,0.04866613738635837
213,1570.2171024096376,0.0002667004490945516,0.04861285395562627
214,1570.2182795180722,0.00027190213204435784,0.04855259291674708
215,1570.2194783132538,0.000280045123964939,0.04849042087918248
216,1570.2206686746993,0.00029372117954782863,0.048421918950104156
217,1570.2218614457825,0.00029937404834718366,0.048355682659912726
218,1570.2230385542166,0.00031472616571991824,0.048275375195950765
219,1570.2241698795187,0.0003248910593518763,0.04820093075058968
220,1570.225259036145,0.0003343840101588283,0.048126791016295085
221,1570.226306024096,0.0003423697400248379,0.048056324227279915
222,1570.2273072289142,0.0003583726652676129,0.04798465362063357
223,1570.2282506024103,0.00036784695048170014,0.047916239833339286
224,1570.229153012049,0.0003806691307719066,0.047855390077112425
225,1570.2300108433735,0.00039138050934576433,0.04778813312558139
226,1570.2308120481925,0.0004022206148913603,0.0477310260404604
227,1570.2315698795178,0.00041603275690498394,0.047681773498198424
228,1570.2323144578309,0.0004236364754492583,0.0476245526676817
229,1570.2330397590363,0.0004327485319439653,0.047571405718490264
230,1570.2337987951817,0.0004461889152925005,0.047510256612844054
231,1570.2345927710849,0.0004591118102319271,0.04744818958291221
232,1570.235446987952,0.00047454652935342503,0.04737875796386598
233,1570.2363614457822,0.00048796838265175384,0.047292771921701685
234,1570.2373445783126,0.0005099818521745993,0.04719828248793074
235,1570.238425301205,0.0005294991591630093,0.047094601758861716
236,1570.2395662650604,0.0005604674558393631,0.04695917233122586
237,1570.2407518072284,0.0005944013032736019,0.04681639016357794
238,1570.2419662650602,0.0006219587032465268,0.04665256698951745
239,1570.243220481929,0.0006596358853200471,0.04647019318821516
240,1570.2444566265067,0.0006974375279690843,0.04627131321475369
241,1570.2456999999993,0.0007335174558673576,0.04604641811697229
242,1570.2469192771075,0.0007818763680206656,0.045811458790136914
243,1570.2481096385557,0.0008322195983300092,0.04555867826155664
244,1570.2492457831331,0.0008822228026240654,0.0452956212186386
245,1570.2503120481924,0.0009287411724737263,0.04502414849305673
246,1570.251284337348,0.0009797825655757943,0.04477727681446891
247,1570.2521807228911,0.001026574020863554,0.04452041905158979
248,1570.2530012048198,0.001074688381737076,0.044267362850673474
249,1570.2537361445786,0.0011209597733857959,0.044022001545661854
250,1570.2544313253013,0.0011628646277605187,0.04379238815147388
251,1570.2550867469874,0.0012075859875093017,0.04357117567309769
252,1570.255742168674,0.0012452795381788025,0.04333684364466018
253,1570.2564216867472,0.0012960733766974027,0.043095437445894336
254,1570.257136144578,0.0013455889457241238,0.04283118425762839
255,1570.2579060240967,0.0014026628266338814,0.04251826531576377
256,1570.2587518072291,0.0014676154939248388,0.042146586378352925
257,1570.259656626506,0.0015467561305315817,0.041730312512661516
258,1570.260621686746,0.0016365992077298466,0.04126771017471311
259,1570.261690361445,0.0017393430629412,0.040713896394401074
260,1570.262816867471,0.0018642743816912248,0.040085443943560534
261,1570.263995180724,0.0019919148805498553,0.03937346058327926
262,1570.265228915662,0.0021431790624859845,0.03858656828297482
263,1570.2664915662651,0.002304381367153518,0.03770361085979682
264,1570.267759036145,0.0024785943497478997,0.0367546985530187
265,1570.2690204819278,0.0026665845756058282,0.035754031814673896
266,1570.2702445783127,0.0028546596864391697,0.03469765544538546
267,1570.2714397590364,0.003056717839149065,0.03363371700247686
268,1570.2725807228924,0.0032413119264639075,0.03258942603697176
269,1570.273671084338,0.0034260574688887097,0.031563619351286404
270,1570.2746915662651,0.003592708220177453,0.030615943482569182
271,1570.2756024096382,0.0037545914873147283,0.02974237099238383
272,1570.2764518072297,0.00389544910156945,0.028954302013590474
273,1570.277228915663,0.004018149837027828,0.028272822146008948
274,1570.2779566265065,0.004131078721590149,0.027641041448940876
275,1570.2786518072287,0.004234907716864459,0.027074988166073108
276,1570.2793108433732,0.004321843022734106,0.02658522694196865
277,1570.2799831325297,0.004403815839484459,0.026129510844584935
278,1570.2806722891557,0.004486724968977909,0.025691917927028907
279,1570.2813915662664,0.004551242175088434,0.025304849150574335
280,1570.282166265061,0.004609913603813601,0.02496236242912719
281,1570.2830277108437,0.004655891809644871,0.02468310667628678
282,1570.2839626506025,0.004682604833782215,0.024551849425634792
283,1570.284989156626,0.004660830087966249,0.024645323763708864
284,1570.2860807228924,0.0045795857275951896,0.025068706944821845
285,1570.2872554216872,0.004411181746172776,0.025957586549487103
286,1570.2884530120482,0.004145399933631903,0.027392885226170074
287,1570.2896506024088,0.0037918065297099153,0.029279052583910458
288,1570.2908554216867,0.003419029363929203,0.031352474242637124
289,1570.292063855422,0.003018806300796645,0.03356455890820454
290,1570.293261445783,0.002648305520862906,0.03566470115199669
291,1570.2944084337344,0.00236708402203031,0.03721845546908333
292,1570.2955457831324,0.0021285206540647542,0.03855857261361941
293,1570.2966385542175,0.001904199670393647,0.03980727279037422
294,1570.2976626506031,0.0017351630373245294,0.04074062677221685
295,1570.298618072289,0.0016052647586940947,0.04145323866149329
296,1570.2995204819274,0.0014904475997464242,0.04207686349079892
297,1570.3003987951815,0.0013912768167217782,0.042636079699026684
298,1570.3012265060247,0.0013072375200772078,0.04310926035186059
299,1570.3020228915666,0.001244170191766943,0.043503155626081584
300,1570.3028024096386,0.0011777790718025217,0.04385661949927003
301,1570.3035698795181,0.0011203652612232719,0.04419411065635305
302,1570.3043361445773,0.001067838287224402,0.0444919493080122
303,1570.3051168674692,0.001018109543673803,0.044761506860357944
304,1570.3059385542174,0.0009719767445140802,0.04502429244895487
305,1570.3067867469883,0.0009230190363067838,0.04530304115639932
306,1570.307672289157,0.0008764602132180933,0.045572943653045726
307,1570.3086144578301,0.000843503101652714,0.04581294407244133
308,1570.3095855421686,0.0007924538602027634,0.046077718392773734
309,1570.3106132530133,0.0007476495112759229,0.04635015396292032
310,1570.3116879518077,0.0007048703187437694,0.04660028846925474
311,1570.3127927710837,0.0006699960845049255,0.04683655749919756
312,1570.313937349397,0.0006362909326941475,0.04706067603756148
313,1570.3151036144588,0.0006014544055050016,0.04727854862759012
314,1570.3162891566274,0.0005675695607318916,0.04748551625929878
315,1570.3174819277112,0.0005422481848644888,0.04766857482136118
316,1570.3186867469872,0.0005114880839646243,0.04784320349563626
317,1570.3198867469891,0.0004885473874041766,0.04801633968705644
318,1570.3210722891572,0.0004644843018999151,0.04816834454049002
319,1570.3222240963855,0.00044282906323136833,0.048309343982282996
320,1570.3233445783128,0.00042647385751372216,0.048434396730427105
321,1570.3243951807237,0.000408310126896508,0.04855270241037351
322,1570.325365060242,0.000399393276840639,0.048656561801260906
323,1570.3262686746996,0.0003866015963360127,0.04875380070377498
324,1570.3271096385536,0.0003709926567124557,0.04883491854228772
325,1570.3279048192762,0.0003656368115051959,0.0489124428168449
326,1570.3286469879513,0.000355462417291964,0.04898211533620424
327,1570.3293698795187,0.0003499743037652794,0.04904663173014505
328,1570.3301048192773,0.000339734579826257,0.049100114578934394
329,1570.3308469879523,0.0003282900162816036,0.04915464895625477
330,1570.3316325301203,0.00032560476932028576,0.04921291340760588
331,1570.332455421686,0.00032124250880388413,0.04926776616748095
332,1570.3333578313245,0.00030909437335129144,0.04932798968675005
333,1570.334292771085,0.0003030542223820903,0.04938471651920187
334,1570.3353301204827,0.0002980609361705055,0.04944804953428156
335,1570.3364132530126,0.00029027180689879673,0.04949960546877229
336,1570.3375626506017,0.00028013353529453185,0.0495602252207515
337,1570.3387674698795,0.00026945596759318205,0.04961931410341398
338,1570.339991566266,0.00026012276598920197,0.04967514281567652
339,1570.341238554217,0.00024888888941830957,0.04973319988246327
340,1570.342466265059,0.00024317185428009855,0.04978573558005495
341,1570.3436674698794,0.00023644481704987764,0.04983336747794787
342,1570.344836144579,0.00023088804425666303,0.04987784178511586
343,1570.3459530120483,0.00022321534177583338,0.04992384983889209
344,1570.3470228915653,0.00022303292882309427,0.04995951387944376
345,1570.3480614457822,0.00020935754619566722,0.04999587898380996
346,1570.3490493975908,0.00020819059466265302,0.050025134893788806
347,1570.349974698795,0.00020434907340443375,0.05005432717704948
348,1570.3508614457833,0.00020058278898139992,0.050075245827016314
349,1570.3516903614454,0.00019466140024739442,0.05009351122417796
350,1570.352467469879,0.00019892494825231975,0.050120714189262235
351,1570.3532204819276,0.00019445134951273258,0.05013545674117562
352,1570.353957831326,0.00018860904588302368,0.05015202011353527
353,1570.3547132530125,0.0001874270906754101,0.05017222006756096
354,1570.3554710843378,0.00018387108900946996,0.05018444470361341
355,1570.3562614457826,0.00017869923286947042,0.05020694826374697
356,1570.3570819277102,0.0001811809778771929,0.05023337173481601
357,1570.3579578313254,0.00017488798163891562,0.050260093707991234
358,1570.3588843373493,0.00016788770768398856,0.050295656748307
359,1570.3598602409647,0.0001685132633724331,0.05032733609486215
360,1570.3609120481926,0.00016785376338300986,0.05036081439313378
361,1570.3619891566264,0.00016014905099417544,0.05040010127412065
362,1570.3631012048202,0.0001585451591920409,0.050436366878398704
363,1570.364251807229,0.00015566013738609077,0.05047797548385007
364,1570.365392771084,0.0001547867612798999,0.0505234312712086
365,1570.366538554216,0.00015408473458399866,0.05056695827754857
366,1570.3676903614462,0.00014468997854776038,0.05060608764758757
367,1570.3688421686747,0.0001434835197290559,0.05063812680276651
368,1570.3699975903614,0.00014324143665789897,0.050673408024188654
369,1570.3711192771077,0.00013991290251494628,0.05071085797966471
370,1570.3721999999996,0.0001386061626686257,0.05074406449198158
371,1570.3732578313259,0.0001372764438050979,0.05077103768022037
372,1570.37421686747,0.00013211013901624476,0.05079885310575604
373,1570.3751361445784,0.00013329406314579353,0.05082373418959105
374,1570.3759807228907,0.0001300311420141182,0.05084526029163437
375,1570.3767554216859,0.00012671651870705544,0.050861657499710215
376,1570.377487951808,0.0001302221742005702,0.050878772283107276
377,1570.3781975903617,0.00012736223529298532,0.05089936690764718
378,1570.3788951807235,0.00012692675897214275,0.050914301539425465
379,1570.3796180722895,0.0001235819376516298,0.050930617285613544
380,1570.3803421686741,0.00011900101311815712,0.050952168313173306
381,1570.381134939758,0.00012536111609526314,0.05097195721309953
382,1570.3819819277105,0.00012177605602341305,0.05099734158963955
383,1570.3828915662662,0.00012022767509979363,0.0510171935431992
384,1570.3838506024103,0.00011960339516266039,0.05104971623794849
385,1570.384906024096,0.00011609726496027571,0.05107359637688733
386,1570.3859963855418,0.00011414338033501315,0.051109110388664815
387,1570.3871289156637,0.00011094819670407394,0.05113989918502155
388,1570.3882939759042,0.00011036452935283003,0.05116854024937742
389,1570.3894855421686,0.00010757654636964213,0.051197467525661865
390,1570.390699999999,0.00010868672305401423,0.05123206594605966
391,1570.391907228916,0.0001035888577747282,0.05126493028845682
392,1570.3931048192776,0.0001064159604473947,0.051298211799566194
393,1570.3942710843376,0.00010263600029151616,0.05132629852599
394,1570.3953951807223,0.00010061939311830423,0.05136499921919764
395,1570.3964662650608,0.00010221831439485889,0.051391091677961284
396,1570.3974855421698,0.00010411650011030956,0.05142459261204364
397,1570.398415662651,0.00010265838705152086,0.05145204986191915
398,1570.3993036144575,0.00010211053604412044,0.05148379341223295
399,1570.4001421686744,0.00010012905870038677,0.051510985794642056
400,1570.4009277108432,9.687303757123901e-05,0.05150516966844322
401,1570.40168433735,9.428948414416965e-05,0.05153464876437501
402,1570.4024228915669,9.431337043386872e-05,0.05156397849131853
403,1570.4031783132539,9.3351678764916e-05,0.051592886669349906
404,1570.403944578313,9.013974344134524e-05,0.05161979886894041
405,1570.4047397590357,9.502521245785946e-05,0.05163959643836747
406,1570.4055638554216,9.279957645348667e-05,0.051666825984804286
407,1570.4064457831334,9.4345736110863e-05,0.05169885632661593
408,1570.4073686746995,9.017811730290144e-05,0.051722681560161285
409,1570.4083578313255,9.077320238904475e-05,0.051747431270485415
410,1570.409413253011,8.969314574466567e-05,0.051766958780029494
411,1570.4104999999993,8.695439707191686e-05,0.05178063406691215
412,1570.4116325301216,9.182499748436699e-05,0.051799009961861084
413,1570.4128060240967,8.713111146689494e-05,0.0518145041755764
414,1570.4140228915658,8.415012974119726e-05,0.05182928482002799
415,1570.4152578313244,8.65179490900982e-05,0.051840807820963196
416,1570.4164903614467,8.42647565614885e-05,0.051849910051372995
417,1570.4177168674703,8.245505880188462e-05,0.05185525785719567
418,1570.4189180722888,8.420111716550138e-05,0.051859287021189304
419,1570.4200903614449,8.481348996337272e-05,0.051862050035429444
420,1570.4212289156633,8.230715709593828e-05,0.05186069249564402
421,1570.422303614458,7.836762735973978e-05,0.051864792901088044
422,1570.4233554216867,8.204176851198264e-05,0.05187481888858868
423,1570.4243096385535,8.164681887623408e-05,0.051867673975282635
424,1570.4252337349394,8.049149303876383e-05,0.05186550165048866
425,1570.426086746989,8.296317526471371e-05,0.051861675150959886
426,1570.4268831325305,7.539347978451844e-05,0.05186207091215256
427,1570.4276265060244,7.94883503670294e-05,0.05184870283984853
428,1570.4283373493972,7.807005609066773e-05,0.05184019744165714
429,1570.4290373493968,7.580001063625124e-05,0.05183116322077158
430,1570.4297445783131,7.37663007053958e-05,0.05182563816087022
431,1570.430473493976,8.125689549493697e-05,0.051818031189416164
432,1570.4312650602415,7.878095146396956e-05,0.051803723788580995
433,1570.432119277109,7.746296991531316e-05,0.05179487068381158
434,1570.4330385542169,7.859569993309444e-05,0.05178595904413412
435,1570.434040963855,7.615178763884151e-05,0.051771501174807395
436,1570.4351120481927,7.327663353633066e-05,0.05176246815601062
437,1570.436224096386,7.388077634255368e-05,0.051756677514121344
438,1570.4373951807227,7.61525569657507e-05,0.05174253130279012
439,1570.4386084337345,7.459324203922454e-05,0.05173295024316259
440,1570.4398361445785,7.181288750160085e-05,0.051724079741189234
441,1570.441075903615,7.424127904749473e-05,0.05171885109276374
442,1570.442313253012,7.044363435686935e-05,0.05170640660387876
443,1570.4435240963844,7.540187342749715e-05,0.05170341036675554
444,1570.4447072289158,7.847820968587576e-05,0.05170556002872095
445,1570.4458530120487,7.300273383132542e-05,0.05170803010724021
446,1570.446930120482,7.176177159505973e-05,0.0517057087987704
447,1570.4479506024093,7.008627887747933e-05,0.05170834485010257
448,1570.4488819277099,7.520544645384316e-05,0.05171464036864529
449,1570.4497433734946,7.412384689445517e-05,0.05172083667985643
450,1570.4505265060245,6.563238221386041e-05,0.05172087547978917
451,1570.451273493977,6.753999962876338e-05,0.05172833249169558
452,1570.451987951807,7.064847154579576e-05,0.051728944103582225
453,1570.4527120481923,6.874362942506817e-05,0.05173329188785344
454,1570.453437349397,7.020055609342107e-05,0.05173587620471226
455,1570.4541843373495,6.682585209877161e-05,0.051741949214091296
456,1570.4549771084346,6.921903416950767e-05,0.05174160742293557
457,1570.4558120481936,6.815998705820966e-05,0.05174575480635147
458,1570.4566939759034,6.863542227244957e-05,0.05174736172614628
459,1570.4576277108433,6.303007263573972e-05,0.05174908500129546
460,1570.4586060240956,7.01393883367589e-05,0.05174820724859078
461,1570.4596783132536,6.641648983060772e-05,0.05174157494776287
462,1570.4607771084345,7.054292912500191e-05,0.05174150607694177
